gene_name,gene_id,logFC,logCPM,PValue,FDR,raw_read_count_x23908x30,raw_read_count_x23908x31,raw_read_count_x23908x16,rpkm_x23908x30,rpkm_x23908x31,rpkm_x23908x16
Haus8,76478,2.081398693115354,2.6821366454062527,1.2639640694637845e-6,5.465180687243071e-6,42,45,53,1.8026497025655353,1.533936159701978,5.826525195024685
NA,102639461,2.6317541825686557,1.7973255576981482,1.2742488381332854e-6,5.508405562585664e-6,24,15,35,0.9787107833112365,0.4858107395982654,3.655803836840956
Pgam5,72542,-1.9107030396735787,4.620358254664226,1.279316434900716e-6,5.52906287530052e-6,352,409,29,16.474101791750336,15.202503437380717,3.476392368396524
Khsrp,16549,1.4052187081452245,6.1907519425518736,1.287559767594191e-6,5.563432934367583e-6,571,602,446,13.893071637158545,11.632990641964486,27.7951315528691
NA,102637544,3.6044942460066456,0.476056634124714,1.2892749829071092e-6,5.569586418596008e-6,6,4,18,0.2742137070197993,0.14518796614140742,2.107085327580291
Anxa6,11749,1.4031700124683748,6.006544202621288,1.2913295366361925e-6,5.5772027143251175e-6,506,529,393,18.439656492886844,15.310546832871239,36.68314549168636
Atp5me,11958,-2.4722981656105407,5.417611952032367,1.2955925385629082e-6,5.594351622731691e-6,370,1031,36,112.5033142868263,248.9745628847055,28.037404140115243
Slc38a11,320106,-8.554544801671723,2.064202347304691,1.2976377453367628e-6,5.601918542763602e-6,59,64,0,0.9502912860029797,0.8186861245887934,0
NA,102632582,-8.543123055318755,2.053912769251725,1.3051558676671355e-6,5.633103364781255e-6,60,62,0,1.2780231660357984,1.048846385438567,0
Armcx5,494468,-2.8786886524575546,3.331545331049531,1.3095299399105843e-6,5.650707338815789e-6,129,181,6,4.506901658265989,5.022265490540862,0.5369221618693524
Slc25a33,70556,-2.393499241802634,3.8332147024064263,1.3143447616174797e-6,5.670204808123391e-6,200,241,12,8.497830891486938,8.132570781607924,1.3059635116210886
NA,78623,-8.692983568296833,2.1879858692557357,1.315127464187793e-6,5.6723024734682244e-06,86,49,0,1.2440996251631264,0.5629703321378888,0
Depdc1a,76131,3.621240086466034,0.6180981491568044,1.3180760777776166e-6,5.683738921820857e-6,8,3,20,0.21676449725987287,0.06455830825293574,1.3880332505394473
Ppp1r3f,54646,-2.648657459291504,3.511803658626731,1.3212007702489629e-6,5.695929323382922e-6,182,169,8,5.061054528370858,3.732407502546765,0.5698116493497747
Lpl,16956,1.8222257852982662,4.5888844095176085,1.3269014069655764e-6,5.719217080304657e-6,104,234,171,2.4991891888324633,4.465955303786316,10.525278906637483
NA,118567899,3.1292611596323456,0.9747985655770314,1.3272698246656379e-6,5.719516566515236e-6,11,7,23,0.2722721446916255,0.13760724112219502,1.4581764215441944
Cpt1a,12894,1.4724662318212949,4.781438261014884,1.3297285770611132e-6,5.728821631369125e-6,221,218,175,4.263996862852096,3.340518006220617,8.648371955881936
C1galt1c1,59048,-3.789803053599009,2.7040724824349773,1.3319263393435206e-6,5.7369983454884235e-6,92,105,2,5.940023265489278,5.384214315043284,0.33075165246762805
Oxr1,170719,-1.685539854033665,7.940326227788525,1.332965846070982e-6,5.740183554552351e-6,3636,4145,347,30.150280828409958,27.29761740983272,7.370020064481177
Akap12,83397,1.4475275716173543,6.220028553985532,1.3354463501502356e-6,5.749436712095556e-6,507,672,461,7.896779734226893,8.312737350044737,18.391396131253227
NA,115489439,1.4316869473718634,5.119592572667923,1.33571557964066e-6,5.749436712095556e-6,283,277,217,2.1866073476716985,1.699796212905396,4.294531669908332
Psapl1,76943,3.1014128755528105,1.1068335521194839,1.3431588085885619e-6,5.7801748728576146e-6,10,10,25,0.38186877436234473,0.3032821623970333,2.445264620627529
Pdgfb,18591,1.5791690154645706,4.652736473383157,1.3479009854310029e-6,5.799278064819289e-6,227,159,166,4.341025385536217,2.4148842180863777,8.131043129383526
NA,115489937,1.6762235999075965,3.9617919073016457,1.3540479147701747e-6,5.824415187342121e-6,125,110,108,1.2715651294762864,0.8886975899282855,2.8139997882394807
H2ac6,319164,2.641761673788369,1.836153461788524,1.3575757469655073e-6,5.838277538029007e-6,13,27,36,2.5973349654986255,4.2843120419437994,18.42293495859729
Ggct,110175,-4.7741917136290954,2.706386836449761,1.3613809387634267e-6,5.853326180081044e-6,64,136,1,4.273994836843945,7.213161370701384,0.1710510433317486
Zfp523,224656,-1.8345648484958448,4.775248977546858,1.3726958498877554e-6,5.9006492239726854e-6,442,403,34,11.70249587992551,8.47410799358964,2.3057215196103846
Ccdc91,67015,-2.1019263234658263,4.203901420191364,1.3799437036745e-6,5.930472345553505e-6,292,277,19,8.82897694300728,6.651812836891749,1.4714748392022368
NA,115488767,4.49753745327185,-0.05601223365402644,1.3871368217401447e-6,5.960046892062473e-6,3,1,14,0.5849709240933392,0.15486231458670158,6.992182729220457
Igsf1,209268,-3.7832705399435778,2.6981763470091424,1.3892716293053874e-6,5.967879228446335e-6,97,99,2,1.6199992927617521,1.3131399249738491,0.08555488161151999
Cd99l2,171486,-1.6510740232550498,5.763771139494306,1.389960244622082e-6,5.969497050584578e-6,844,841,77,21.008272747288686,16.625572800496446,4.9091955744040785
NA,108167377,1.7320692360646281,3.7727218155377353,1.405316684593508e-6,6.03409428328716e-6,109,94,97,1.2601851050523136,0.8631145114072984,2.872442122508638
Rnf13,24017,-1.6484012505816286,6.240805844491535,1.408358153582493e-6,6.045796848214907e-6,1089,1272,108,20.58272693813038,19.09390971503262,5.228420352469044
Zfp703,353310,1.6983017113268575,4.195803148914865,1.418175577004019e-6,6.086575440739771e-6,105,168,127,3.0912306170318216,3.928114237952305,9.576736462046423
Zfyve28,231125,-1.7519677204799449,5.6114064098840934,1.4197272849068665e-6,6.091868612272499e-6,870,653,65,7.064859157531893,4.211435538402016,1.3519770538084839
Klf5,12224,2.315390332039095,2.25163895723834,1.4399786314812412e-6,6.1773791829889216e-6,24,36,43,1.3513911626045199,1.6099228120575853,6.201689187371171
Cdip1,66626,-1.629952950556059,6.563284844951392,1.4412120388911205e-6,6.181284451939881e-6,1474,1480,137,31.294008576236635,24.955033071911597,7.449995136025967
Lrp3,435965,-1.802936676865586,5.1697028145061275,1.4502897468710954e-6,6.218824232829374e-6,632,485,46,15.31599089991434,9.33474547066017,2.8553382381520445
NA,102634815,3.2572961127506415,0.7994681850800127,1.4527516910129876e-6,6.227985235077636e-6,8,7,21,0.2501289555463379,0.1738220002735696,1.6817637444799203
NA,102633667,3.2121023439021714,0.9458771355861759,1.4544153205726482e-6,6.233369467066656e-6,8,9,23,0.8906193474373036,0.7957513212916211,6.558457108798888
Mapk1,26413,-1.676735791992076,7.8165199976731685,1.4546592102886437e-6,6.233369467066656e-6,3331,3801,320,56.86085005434513,51.53108723057584,13.991375165437626
8030451O07Rik,319533,-8.544220726757855,2.054763458587203,1.4600413772123796e-6,6.255031721944572e-6,65,57,0,3.283754226889488,2.2869931535771304,0
Vstm2l,277432,-2.594786234145906,3.62246644149611,1.4630697778412595e-6,6.26612322588182e-6,160,221,9,11.42188275363468,12.529758760313179,1.645629003088202
Lamp5,76161,-1.885596390577724,5.241357826441358,1.463285348520356e-6,6.26612322588182e-6,457,731,46,15.29624176619853,19.43205078413366,3.9436474118267815
NA,115488373,-2.657462901157151,3.519586538705072,1.4649677627831759e-6,6.2719239662856355e-6,190,163,8,1.8001003996523695,1.2264884207924582,0.19413543924779572
Fkbp5,14229,1.4670037362424104,4.90605361633536,1.467430622521938e-6,6.281062662351731e-6,216,263,190,5.411131658296987,5.232663640426096,12.1915706296416
Vill,22351,2.555493521762159,1.7852171537130685,1.4791739464260109e-6,6.3299116790357565e-6,21,19,34,0.5853060549579016,0.42058138200988754,2.427249093259285
Gm7361,664837,-8.592169963453067,2.0975952468141803,1.483883809285595e-6,6.348646896927838e-6,74,52,0,0.5395842411838191,0.3011366411042965,0
Chst14,72136,2.5018682587823835,1.8957796254332444,1.5045625423784338e-6,6.435679660927023e-6,22,22,36,1.0247025378485208,0.8138240734958401,4.294863247887448
L1cam,16728,1.4184361330803357,6.877472519900765,1.5066679470212618e-6,6.4432449330258835e-6,937,931,717,16.014448163349964,12.637314355388964,31.387971611862728
NA,118567665,-2.543446538219554,3.7189096055527338,1.5182732261387993e-6,6.4914238292097535e-6,232,175,10,1.4279882325497153,0.855475178471895,0.15765521896151172
Dpyd,99586,-3.1727143406548506,3.0562486877185515,1.5354394103839109e-6,6.5633517066298855e-6,120,134,4,1.7976935557972367,1.5943069325872805,0.15348506243840354
Slc25a46,67453,-1.6501857866889147,6.014867236593036,1.5368114814456872e-6,6.567749402390068e-6,921,1093,92,19.90083295017342,18.757048725691572,5.091797924130781
Dynlt1f,100040531,1.9059799912163193,3.17064460881669,1.5416934630394125e-6,6.587141810704127e-6,64,64,69,5.349837179795214,4.248868452440638,14.77343173476863
Tbx2,21385,2.662134881301859,1.6946414462895893,1.544129932546221e-6,6.596079035366566e-6,21,15,33,0.5736393705384712,0.3254195465136051,2.308900958572096
Tex2,21763,-1.6229644405636023,6.232105238920646,1.5604921976388425e-6,6.6644859860321365e-6,1169,1170,109,19.760926228995352,15.707655511666777,4.719445681835475
H2ac10,319173,3.091948200526734,1.1681752172920794,1.5623652562478065e-6,6.670996306134631e-6,6,15,26,1.1583352822324455,2.299889731510836,12.856657983121629
NA,105245017,3.7508478709916493,0.43608846504974946,1.5738312843821883e-6,6.718454699706472e-6,6,3,18,0.46891645160253215,0.18620793970786523,3.603200532063003
Tnfsf10,22035,2.4955516298660214,2.172430353294341,1.5807892951164687e-6,6.746652148887663e-6,16,37,43,0.31488726118940275,0.5783217868556374,2.167580686848176
Sub1,20024,-1.8758797633469564,6.776313744155536,1.583666429031016e-6,6.7574241272637e-6,1273,2242,137,37.24086241722185,52.09063540059804,10.265582594229407
Nat14,269854,-2.531431575392518,3.5663637120029184,1.5855368722948598e-6,6.763896762010603e-6,181,183,9,8.370403817044725,6.721274705852579,1.0660609939207315
Mapre3,100732,-1.6920406827461956,5.423485565285833,1.595354710605969e-6,6.804262522965672e-6,602,728,59,21.40888104968213,20.561821178560034,5.374291241932422
Armh4,67419,1.3934835024961585,6.014703178065359,1.60422346393137e-6,6.840563301849544e-6,495,550,394,13.0418578486935,11.508790208047724,26.589011598412387
9430037G07Rik,320692,2.784277379451345,1.4488437898785302,1.6054163516042132e-6,6.844124566676339e-6,18,11,29,0.5512757150568014,0.26756035403412176,2.2749196518402184
Cfap69,207686,-2.7184167517965805,3.3948503072589276,1.6320091570822711e-6,6.955943685109177e-6,148,175,7,2.5628090814582247,2.4067185658095243,0.3104733210429799
Map3k10,269881,-1.6879038886078386,5.7768901485896835,1.6397513683492179e-6,6.987385953368727e-6,942,762,76,16.517706652097488,10.611738470682686,3.41337612726819
Eml6,237711,-1.76996715593071,5.313094415107476,1.6509123402551691e-6,7.032526928227207e-6,700,534,52,8.30813791110854,5.033610821988292,1.5808137651849965
Arhgap27os3,653030,3.2128711757171726,0.9455547283228152,1.6510798600113214e-6,7.032526928227207e-6,7,10,23,0.24939624531405277,0.2829597033275873,2.098898393661746
Atp6v1h,108664,-1.7532600027182104,5.887921308629287,1.662203170427628e-6,7.078329236543915e-6,753,1107,79,16.81593373233111,19.633889956734414,4.518817590225903
Taf11,68776,-2.4133798275780207,3.7329165707100738,1.676941789458866e-6,7.13903905788319e-6,185,225,11,6.41501435705353,6.196424223172459,0.976990403235187
Rfxank,19727,1.9787552141936706,2.8957604621159527,1.677205904206603e-6,7.13903905788319e-6,53,51,59,1.4005726986688887,1.0703669320795677,3.9934983264332176
NA,329358,3.838824639728965,0.16922461551374166,1.6792007110124288e-6,7.145940214368506e-6,3,4,15,0.052265083459727184,0.05534560070099487,0.669350143601677
Abca1,11303,1.4061216349897259,6.647533300157845,1.7053544677368953e-6,7.255625312699581e-6,838,764,610,7.816098273284731,5.659421909871143,14.572952049650903
St3gal5,20454,-1.65578122798977,5.550260729192058,1.7119363372483162e-6,7.282009324271239e-6,689,761,66,15.511294029265391,13.606492475437175,3.8057867720656193
Ggt7,207182,-1.7152866018760542,5.37008903731674,1.7131793347632865e-6,7.285676864197814e-6,702,578,56,22.730354383588303,14.86379317727975,4.644391589858247
Triobp,110253,1.6344365116696693,4.2606719893282134,1.7166104045442748e-6,7.2986459711434695e-6,118,174,130,0.8714549766594308,1.020574977328649,2.4591102935458444
Cdkl4,381113,-3.8101907317450414,2.722437687988257,1.718648141198569e-6,7.305686488680787e-6,84,116,2,1.8690175512078975,2.0498628441657063,0.11398187520437124
Rabgap1l,29809,-1.6487409203168784,7.432868759000437,1.722341058158343e-6,7.319758210960367e-6,2704,2735,249,7.778489908501324,6.248541472531924,1.8346771867152043
NA,102633993,4.049956969032145,0.11977633734262266,1.729142922863181e-6,7.347033431743558e-6,3,3,15,0.17886059505059823,0.14205201282861046,2.2906375931466707
Pgd,110208,1.5361809507993018,4.460477365057759,1.7501668877028487e-6,7.434712047606262e-6,154,192,144,6.534768953754434,6.470583792377978,15.651058569274971
Sec14l2,67815,-2.3550190895220653,3.7993059199497505,1.7681219343713759e-6,7.509317862447843e-6,212,217,12,8.156439187819451,6.630666670775725,1.182545054018305
Dok7,231134,-3.8219539397772793,2.7326412672339786,1.7708044228192132e-6,7.519041505059921e-6,116,85,2,2.4773527195067935,1.4417219212455985,0.10940358653834843
Mr1,15064,2.3557531823324336,2.1971782577510006,1.7740128896140353e-6,7.530993702459583e-6,21,36,42,0.8022392767404923,1.0922444519966654,4.1096574580459455
Dmpk,13400,1.6939876465045705,4.149792886927171,1.7772716845364576e-6,7.54315420147206e-6,159,105,123,5.008328271122223,2.626743597530019,9.923673851254776
Ccdc177,380768,-3.1560002871500186,3.04132944041418,1.7807441904311696e-6,7.55621614449314e-6,122,129,4,2.698481466769289,2.2661154926711906,0.22661638566433986
Il7r,16197,2.9660221782073735,1.1565637854038064,1.7897814572213568e-6,7.592879960314017e-6,11,11,25,0.24809962929596197,0.19704201315864742,1.4442592149649844
Galnt2,108148,1.3926976482396969,6.018802809503637,1.79582486993197e-6,7.616829358547635e-6,548,499,395,12.973355161003392,9.382207103261138,23.951932166197395
NA,105246666,1.7277830298882446,4.0193629200839736,1.7972787164207522e-6,7.621306223687555e-6,144,95,114,1.0312986584633934,0.5403538954057551,2.0912142054553793
Cilk1,56542,1.400405973258541,5.283153749441056,1.8116059727363543e-6,7.680358315170545e-6,318,315,240,4.342050527503941,3.4159462416938937,8.393647043537166
